BARCODE,CELL_NAME_TYPE_ID
003016025027,CELL0030
003016025028,CELL0030
003016026004,CELL0030
003016026005,CELL0030
003016043015,CELL0030
003016043016,CELL0030
003016043023,CELL0030
003016043024,CELL0030
003016044001,CELL0030
003016044002,CELL0030
003016043017,CELL0030
003016043018,CELL0030
003016043025,CELL0030
003016043026,CELL0030
003016044003,CELL0030
003016044004,CELL0030
003016043019,CELL0030
003016043020,CELL0030
003016043027,CELL0030
003016043028,CELL0030
003016044005,CELL0030
003016044006,CELL0030
003016043021,CELL0030
003016043022,CELL0030
003016043029,CELL0030
003016043030,CELL0030
003016044007,CELL0030
003016044008,CELL0030
003016032001,CELL0030
003016032002,CELL0030
003016032009,CELL0030
003016032010,CELL0030
003016032016,CELL0030
003016032017,CELL0030
003016032003,CELL0030
003016032004,CELL0030
003016041026,CELL0030
003016032011,CELL0030
003016032018,CELL0030
003016032019,CELL0030
003016032005,CELL0030
003016032006,CELL0030
003016032012,CELL0030
003016032013,CELL0030
003016032020,CELL0030
003016032021,CELL0030
003016032007,CELL0030
003016032008,CELL0030
003016032014,CELL0030
003016032015,CELL0030
003016032022,CELL0030
003016032023,CELL0030
003016040027,CELL0030
003016040028,CELL0030
003016041005,CELL0030
003016041006,CELL0030
003016041013,CELL0030
003016041014,CELL0030
003016040029,CELL0030
003016040030,CELL0030
003016041007,CELL0030
003016041008,CELL0030
003016041015,CELL0030
003016041016,CELL0030
003016041001,CELL0030
003016041002,CELL0030
003016041009,CELL0030
003016041010,CELL0030
003016041017,CELL0030
003016041018,CELL0030
003016041003,CELL0030
003016041004,CELL0030
003016041011,CELL0030
003016041012,CELL0030
003016041019,CELL0030
003016041020,CELL0030
003016096009,CELL0080
003016096010,CELL0080
003016096017,CELL0080
003016096018,CELL0080
003016096025,CELL0080
003016096026,CELL0080
003016096011,CELL0080
003016096012,CELL0080
003016096019,CELL0080
003016096020,CELL0080
003016096027,CELL0080
003016096028,CELL0080
003016096013,CELL0080
003016096014,CELL0080
003016096021,CELL0080
003016096022,CELL0080
003016096029,CELL0080
003016096030,CELL0080
003016096015,CELL0080
003016096016,CELL0080
003016096023,CELL0080
003016096024,CELL0080
003016097001,CELL0080
003016097002,CELL0080
003016026030,CELL0030
003016027001,CELL0030
003016027008,CELL0030
003016027009,CELL0030
003016027016,CELL0030
003016027017,CELL0030
003016027002,CELL0030
003016027003,CELL0030
003016027010,CELL0030
003016027011,CELL0030
003016027018,CELL0030
003016027019,CELL0030
003016027004,CELL0030
003016027005,CELL0030
003016027012,CELL0030
003016027013,CELL0030
003016027020,CELL0030
003016027021,CELL0030
003016027006,CELL0030
003016027007,CELL0030
003016027014,CELL0030
003016027015,CELL0030
003016027022,CELL0030
003016027023,CELL0030
003016066002,CELL0040
003016066003,CELL0040
003016066008,CELL0040
003016066009,CELL0040
003016066004,CELL0040
003016066005,CELL0040
003016066010,CELL0040
003016066011,CELL0040
003016066006,CELL0040
003016066007,CELL0040
003016066012,CELL0040
003016066013,CELL0040
003016066014,CELL0040
003016066015,CELL0040
003016066020,CELL0040
003016066021,CELL0040
003016066016,CELL0040
003016066017,CELL0040
003016066022,CELL0040
003016066023,CELL0040
003016066018,CELL0040
003016066019,CELL0040
003016066024,CELL0040
003016066025,CELL0040
003016065008,CELL0040
003016065009,CELL0040
003016065014,CELL0040
003016065015,CELL0040
003016065010,CELL0040
003016065011,CELL0040
003016065016,CELL0040
003016065017,CELL0040
003016065012,CELL0040
003016065013,CELL0040
003016065018,CELL0040
003016065019,CELL0040
003016014004,CELL0030
003016014005,CELL0030
003016014012,CELL0030
003016014013,CELL0030
003016014020,CELL0030
003016014021,CELL0030
003016014006,CELL0030
003016014007,CELL0030
003016014014,CELL0030
003016014015,CELL0030
003016014022,CELL0030
003016014023,CELL0030
003016014008,CELL0030
003016014009,CELL0030
003016014016,CELL0030
003016014017,CELL0030
003016014024,CELL0030
003016014025,CELL0030
003016014010,CELL0030
003016014011,CELL0030
003016014018,CELL0030
003016014019,CELL0030
003016014026,CELL0030
003016014027,CELL0030
003016098021,CELL0080
003016098022,CELL0080
003016098029,CELL0080
003016098030,CELL0080
003016098023,CELL0080
003016098024,CELL0080
003016099001,CELL0080
003016099002,CELL0080
003016098025,CELL0080
003016098026,CELL0080
003016099003,CELL0080
003016099004,CELL0080
003016098027,CELL0080
003016098028,CELL0080
003016099005,CELL0080
003016099006,CELL0080
003016097003,CELL0080
003016097004,CELL0080
003016097011,CELL0080
003016097012,CELL0080
003016097019,CELL0080
003016097020,CELL0080
003016097005,CELL0080
003016097006,CELL0080
003016097013,CELL0080
003016097014,CELL0080
003016097021,CELL0080
003016097022,CELL0080
003016097007,CELL0080
003016097008,CELL0080
003016097015,CELL0080
003016097016,CELL0080
003016097023,CELL0080
003016097024,CELL0080
003016097009,CELL0080
003016097010,CELL0080
003016097017,CELL0080
003016097018,CELL0080
003016097025,CELL0080
003016097026,CELL0080
003016097027,CELL0080
003016097028,CELL0080
003016098005,CELL0080
003016098006,CELL0080
003016098013,CELL0080
003016098014,CELL0080
003016097029,CELL0080
003016097030,CELL0080
003016098007,CELL0080
003016098008,CELL0080
003016098015,CELL0080
003016098016,CELL0080
003016098001,CELL0080
003016098002,CELL0080
003016098009,CELL0080
003016098010,CELL0080
003016098017,CELL0080
003016098018,CELL0080
003016098003,CELL0080
003016098004,CELL0080
003016098011,CELL0080
003016098012,CELL0080
003016098019,CELL0080
003016098020,CELL0080
003016064002,CELL0040
003016064003,CELL0040
003016064008,CELL0040
003016064009,CELL0040
003016064004,CELL0040
003016064005,CELL0040
003016064010,CELL0040
003016064011,CELL0040
003016064006,CELL0040
003016064007,CELL0040
003016064012,CELL0040
003016064013,CELL0040
003016015022,CELL0030
003016015023,CELL0030
003016015030,CELL0030
003016017001,CELL0030
003016017008,CELL0030
003016017009,CELL0030
003016015024,CELL0030
003016015025,CELL0030
003016017002,CELL0030
003016017003,CELL0030
003016016025,CELL0030
003016016026,CELL0030
003016015026,CELL0030
003016015027,CELL0030
003016017004,CELL0030
003016017005,CELL0030
003016016027,CELL0030
003016016028,CELL0030
003016015028,CELL0030
003016015029,CELL0030
003016017006,CELL0030
003016017007,CELL0030
003016016029,CELL0030
003016016030,CELL0030
003016050030,CELL0030
003016051001,CELL0030
003016051008,CELL0030
003016051009,CELL0030
003016051016,CELL0030
003016051017,CELL0030
003016051002,CELL0030
003016051003,CELL0030
003016051010,CELL0030
003016051011,CELL0030
003016051018,CELL0030
003016051019,CELL0030
003016051004,CELL0030
003016051005,CELL0030
003016051012,CELL0030
003016051013,CELL0030
003016051020,CELL0030
003016051021,CELL0030
003016051006,CELL0030
003016051007,CELL0030
003016051014,CELL0030
003016051015,CELL0030
003016051022,CELL0030
003016051023,CELL0030
003016026006,CELL0030
003016026007,CELL0030
003016026014,CELL0030
003016026015,CELL0030
003016026022,CELL0030
003016026023,CELL0030
003016026008,CELL0030
003016026009,CELL0030
003016026016,CELL0030
003016026017,CELL0030
003016026024,CELL0030
003016026025,CELL0030
003016026010,CELL0030
003016026011,CELL0030
003016026018,CELL0030
003016026019,CELL0030
003016026026,CELL0030
003016026027,CELL0030
003016026012,CELL0030
003016026013,CELL0030
003016026020,CELL0030
003016026021,CELL0030
003016026028,CELL0030
003016026029,CELL0030
003016049012,CELL0030
003016049013,CELL0030
003016049020,CELL0030
003016049021,CELL0030
003016049028,CELL0030
003016049029,CELL0030
003016049014,CELL0030
003016049015,CELL0030
003016049022,CELL0030
003016049023,CELL0030
003016049030,CELL0030
003016050001,CELL0030
003016049016,CELL0030
003016049017,CELL0030
003016049024,CELL0030
003016049025,CELL0030
003016050002,CELL0030
003016050003,CELL0030
003016049018,CELL0030
003016049019,CELL0030
003016049026,CELL0030
003016049027,CELL0030
003016050004,CELL0030
003016050005,CELL0030
003016086003,CELL0060
003016086004,CELL0060
003016086009,CELL0060
003016086010,CELL0060
003016086005,CELL0060
003016086006,CELL0060
003016086011,CELL0060
003016086012,CELL0060
003016086007,CELL0060
003016086008,CELL0060
003016086013,CELL0060
003016086014,CELL0060
003016069020,CELL0040
003016069021,CELL0040
003016069026,CELL0040
003016069027,CELL0040
003016069022,CELL0040
003016069023,CELL0040
003016069028,CELL0040
003016069029,CELL0040
003016069024,CELL0040
003016069025,CELL0040
003016069030,CELL0040
003016070001,CELL0040
003016079004,CELL0050
003016079005,CELL0050
003016079010,CELL0050
003016079011,CELL0050
003016079006,CELL0050
003016079007,CELL0050
003016079012,CELL0050
003016079013,CELL0050
003016079008,CELL0050
003016079009,CELL0050
003016079014,CELL0050
003016079015,CELL0050
003016060001,CELL0020
003016060002,CELL0020
003016060007,CELL0020
003016060008,CELL0020
003016060003,CELL0020
003016060004,CELL0020
003016060009,CELL0020
003016060010,CELL0020
003016060005,CELL0020
003016060006,CELL0020
003016060011,CELL0020
003016060012,CELL0020
003016041023,CELL0030
003016019023,CELL0030
003016019030,CELL0030
003016020001,CELL0030
003016020008,CELL0030
003016020009,CELL0030
003016019024,CELL0030
003016019025,CELL0030
003016020002,CELL0030
003016020003,CELL0030
003016020010,CELL0030
003016020011,CELL0030
003016019026,CELL0030
003016019027,CELL0030
003016020004,CELL0030
003016020005,CELL0030
003016020012,CELL0030
003016020013,CELL0030
003016019028,CELL0030
003016019029,CELL0030
003016020006,CELL0030
003016020007,CELL0030
003016020014,CELL0030
003016020015,CELL0030
003016061020,CELL0020
003016061021,CELL0020
003016061026,CELL0020
003016061027,CELL0020
003016061022,CELL0020
003016061023,CELL0020
003016061028,CELL0020
003016061029,CELL0020
003016061024,CELL0020
003016061025,CELL0020
003016061030,CELL0020
003016062001,CELL0020
003016061008,CELL0020
003016061009,CELL0020
003016061014,CELL0020
003016061015,CELL0020
003016061010,CELL0020
003016061011,CELL0020
003016061016,CELL0020
003016061017,CELL0020
003016061012,CELL0020
003016061013,CELL0020
003016061018,CELL0020
003016061019,CELL0020
003016105024,CELL0080
003016105025,CELL0080
003016106010,CELL0080
003016106011,CELL0080
003016105026,CELL0080
003016105027,CELL0080
003016106012,CELL0080
003016106013,CELL0080
003016105028,CELL0080
003016105029,CELL0080
003016106014,CELL0080
003016106015,CELL0080
003016105030,CELL0080
003016106001,CELL0080
003016106016,CELL0080
003016106017,CELL0080
003016048018,CELL0030
003016048019,CELL0030
003016048026,CELL0030
003016048027,CELL0030
003016049004,CELL0030
003016049005,CELL0030
003016048020,CELL0030
003016048021,CELL0030
003016048028,CELL0030
003016048029,CELL0030
003016049006,CELL0030
003016049007,CELL0030
003016048022,CELL0030
003016048023,CELL0030
003016048030,CELL0030
003016049001,CELL0030
003016049008,CELL0030
003016049009,CELL0030
003016048024,CELL0030
003016048025,CELL0030
003016049002,CELL0030
003016049003,CELL0030
003016049010,CELL0030
003016049011,CELL0030
003016074018,CELL0050
003016074019,CELL0050
003016074024,CELL0050
003016074025,CELL0050
003016074020,CELL0050
003016074021,CELL0050
003016074026,CELL0050
003016074027,CELL0050
003016074022,CELL0050
003016074023,CELL0050
003016074028,CELL0050
003016074029,CELL0050
003016062002,CELL0020
003016062003,CELL0020
003016062008,CELL0020
003016062009,CELL0020
003016062004,CELL0020
003016062005,CELL0020
003016062010,CELL0020
003016062011,CELL0020
003016062006,CELL0020
003016062007,CELL0020
003016062012,CELL0020
003016062013,CELL0020
003016063020,CELL0040
003016063021,CELL0040
003016063026,CELL0040
003016063027,CELL0040
003016063022,CELL0040
003016063023,CELL0040
003016063028,CELL0040
003016063029,CELL0040
003016063024,CELL0040
003016063025,CELL0040
003016063030,CELL0040
003016064001,CELL0040
003016011022,CELL0030
003016011023,CELL0030
003016011030,CELL0030
003016012001,CELL0030
003016012008,CELL0030
003016012009,CELL0030
003016011024,CELL0030
003016011025,CELL0030
003016012002,CELL0030
003016012003,CELL0030
003016012010,CELL0030
003016012011,CELL0030
003016011026,CELL0030
003016011027,CELL0030
003016012004,CELL0030
003016012005,CELL0030
003016012012,CELL0030
003016012013,CELL0030
003016011028,CELL0030
003016011029,CELL0030
003016012006,CELL0030
003016012007,CELL0030
003016012014,CELL0030
003016012015,CELL0030
003016066026,CELL0040
003016066027,CELL0040
003016067002,CELL0040
003016067003,CELL0040
003016066028,CELL0040
003016066029,CELL0040
003016067004,CELL0040
003016067005,CELL0040
003016066030,CELL0040
003016067001,CELL0040
003016067006,CELL0040
003016067007,CELL0040
003016093014,CELL0080
003016093015,CELL0080
003016093016,CELL0080
003016093017,CELL0080
003016093018,CELL0080
003016093019,CELL0080
003016068014,CELL0040
003016068015,CELL0040
003016068020,CELL0040
003016068021,CELL0040
003016068016,CELL0040
003016068017,CELL0040
003016068022,CELL0040
003016068023,CELL0040
003016068018,CELL0040
003016068019,CELL0040
003016068024,CELL0040
003016068025,CELL0040
003016076018,CELL0040
003016076019,CELL0040
003016076024,CELL0040
003016076025,CELL0040
003016076020,CELL0040
003016076021,CELL0040
003016076026,CELL0040
003016076027,CELL0040
003016076022,CELL0040
003016076023,CELL0040
003016076028,CELL0040
003016076029,CELL0040
003016080027,CELL0050
003016080028,CELL0050
003016081003,CELL0050
003016081004,CELL0050
003016080029,CELL0050
003016080030,CELL0050
003016081005,CELL0050
003016081006,CELL0050
003016081001,CELL0050
003016081002,CELL0050
003016081007,CELL0050
003016081008,CELL0050
003016030013,CELL0030
003016030014,CELL0030
003016030021,CELL0030
003016030022,CELL0030
003016030029,CELL0030
003016030030,CELL0030
003016030015,CELL0030
003016030016,CELL0030
003016030023,CELL0030
003016030024,CELL0030
003016048009,CELL0030
003016048010,CELL0030
003016030017,CELL0030
003016030018,CELL0030
003016030025,CELL0030
003016030026,CELL0030
003016048011,CELL0030
003016048012,CELL0030
003016030019,CELL0030
003016030020,CELL0030
003016030027,CELL0030
003016030028,CELL0030
003016031005,CELL0030
003016031006,CELL0030
003016064026,CELL0040
003016064027,CELL0040
003016065002,CELL0040
003016065003,CELL0040
003016064028,CELL0040
003016064029,CELL0040
003016065004,CELL0040
003016065005,CELL0040
003016064030,CELL0040
003016065001,CELL0040
003016065006,CELL0040
003016065007,CELL0040
003016088030,CELL0050
003016089001,CELL0050
003016089006,CELL0050
003016089007,CELL0050
003016089002,CELL0050
003016089003,CELL0050
003016089008,CELL0050
003016089009,CELL0050
003016089004,CELL0050
003016089005,CELL0050
003016089010,CELL0050
003016089011,CELL0050
003016035030,CELL0030
003016036001,CELL0030
003016036008,CELL0030
003016036009,CELL0030
003016036016,CELL0030
003016036017,CELL0030
003016036002,CELL0030
003016036003,CELL0030
003016036010,CELL0030
003016036011,CELL0030
003016036018,CELL0030
003016036019,CELL0030
003016036004,CELL0030
003016036005,CELL0030
003016036012,CELL0030
003016036013,CELL0030
003016036020,CELL0030
003016036021,CELL0030
003016036006,CELL0030
003016036007,CELL0030
003016036014,CELL0030
003016036015,CELL0030
003016036022,CELL0030
003016036023,CELL0030
003016072003,CELL0040
003016072004,CELL0040
003016072009,CELL0040
003016072010,CELL0040
003016072005,CELL0040
003016072006,CELL0040
003016072011,CELL0040
003016072012,CELL0040
003016072007,CELL0040
003016072008,CELL0040
003016072013,CELL0040
003016072014,CELL0040
003016059008,CELL0020
003016059009,CELL0020
003016059014,CELL0020
003016059015,CELL0020
003016059010,CELL0020
003016059011,CELL0020
003016059016,CELL0020
003016059017,CELL0020
003016059012,CELL0020
003016059013,CELL0020
003016059018,CELL0020
003016059019,CELL0020
003016073023,CELL0040
003016073024,CELL0040
003016073029,CELL0040
003016073030,CELL0040
003016073025,CELL0040
003016073026,CELL0040
003016074001,CELL0040
003016074002,CELL0040
003016073027,CELL0040
003016073028,CELL0040
003016074003,CELL0040
003016074004,CELL0040
003016045003,CELL0030
003016045004,CELL0030
003016045011,CELL0030
003016045012,CELL0030
003016045019,CELL0030
003016045020,CELL0030
003016045005,CELL0030
003016045006,CELL0030
003016045013,CELL0030
003016045014,CELL0030
003016045021,CELL0030
003016045022,CELL0030
003016045007,CELL0030
003016045008,CELL0030
003016045015,CELL0030
003016045016,CELL0030
003016045023,CELL0030
003016045024,CELL0030
003016045009,CELL0030
003016045010,CELL0030
003016045017,CELL0030
003016045018,CELL0030
003016045025,CELL0030
003016045026,CELL0030
003016094022,CELL0080
003016094023,CELL0080
003016094030,CELL0080
003016095001,CELL0080
003016094024,CELL0080
003016094025,CELL0080
003016095002,CELL0080
003016095003,CELL0080
003016094026,CELL0080
003016094027,CELL0080
003016095004,CELL0080
003016095005,CELL0080
003016094028,CELL0080
003016094029,CELL0080
003016095006,CELL0080
003016095007,CELL0080
003016088018,CELL0050
003016088019,CELL0050
003016088024,CELL0050
003016088025,CELL0050
003016088020,CELL0050
003016088021,CELL0050
003016088026,CELL0050
003016088027,CELL0050
003016088022,CELL0050
003016088023,CELL0050
003016088028,CELL0050
003016088029,CELL0050
003016018028,CELL0030
003016018029,CELL0030
003016019006,CELL0030
003016019007,CELL0030
003016019014,CELL0030
003016019015,CELL0030
003016018030,CELL0030
003016019001,CELL0030
003016019008,CELL0030
003016019009,CELL0030
003016019016,CELL0030
003016019017,CELL0030
003016019002,CELL0030
003016019003,CELL0030
003016019010,CELL0030
003016019011,CELL0030
003016019018,CELL0030
003016019019,CELL0030
003016019004,CELL0030
003016019005,CELL0030
003016019012,CELL0030
003016019013,CELL0030
003016019020,CELL0030
003016019021,CELL0030
003016087009,CELL0060
003016087010,CELL0060
003016087015,CELL0060
003016087016,CELL0060
003016087011,CELL0060
003016087012,CELL0060
003016087017,CELL0060
003016088016,CELL0060
003016087013,CELL0060
003016088015,CELL0060
003016087019,CELL0060
003016088017,CELL0060
003016012016,CELL0030
003016012017,CELL0030
003016012024,CELL0030
003016012025,CELL0030
003016013026,CELL0030
003016013027,CELL0030
003016012018,CELL0030
003016012019,CELL0030
003016012026,CELL0030
003016012027,CELL0030
003016013028,CELL0030
003016013029,CELL0030
003016012020,CELL0030
003016012021,CELL0030
003016012028,CELL0030
003016012029,CELL0030
003016013030,CELL0030
003016014001,CELL0030
003016012022,CELL0030
003016012023,CELL0030
003016012030,CELL0030
003016013025,CELL0030
003016014002,CELL0030
003016014003,CELL0030
003016045027,CELL0030
003016045028,CELL0030
003016046005,CELL0030
003016046006,CELL0030
003016046013,CELL0030
003016046014,CELL0030
003016045029,CELL0030
003016045030,CELL0030
003016046007,CELL0030
003016046008,CELL0030
003016046015,CELL0030
003016046016,CELL0030
003016046001,CELL0030
003016046002,CELL0030
003016046009,CELL0030
003016046010,CELL0030
003016046017,CELL0030
003016046018,CELL0030
003016046003,CELL0030
003016046004,CELL0030
003016046011,CELL0030
003016046012,CELL0030
003016046019,CELL0030
003016046020,CELL0030
003016102011,CELL0080
003016102012,CELL0080
003016102020,CELL0080
003016102021,CELL0080
003016102013,CELL0080
003016102014,CELL0080
003016102022,CELL0080
003016102023,CELL0080
003016102015,CELL0080
003016102016,CELL0080
003016102024,CELL0080
003016102025,CELL0080
003016102017,CELL0080
003016102019,CELL0080
003016084002,CELL0040
003016084003,CELL0040
003016084008,CELL0040
003016084009,CELL0040
003016084004,CELL0040
003016084005,CELL0040
003016084010,CELL0040
003016087024,CELL0040
003016084006,CELL0040
003016084007,CELL0040
003016084012,CELL0040
003016084013,CELL0040
003016110002,CELL0080
003016110003,CELL0080
003016110012,CELL0080
003016110013,CELL0080
003016110006,CELL0080
003016110007,CELL0080
003016110016,CELL0080
003016110017,CELL0080
003016110008,CELL0080
003016110009,CELL0080
003016110018,CELL0080
003016110019,CELL0080
003016110010,CELL0080
003016110011,CELL0080
003016110020,CELL0080
003016110021,CELL0080
003016039009,CELL0030
003016039010,CELL0030
003016039017,CELL0030
003016039018,CELL0030
003016039025,CELL0030
003016039026,CELL0030
003016039011,CELL0030
003016039012,CELL0030
003016039019,CELL0030
003016039020,CELL0030
003016039027,CELL0030
003016039028,CELL0030
003016039013,CELL0030
003016039014,CELL0030
003016039021,CELL0030
003016039022,CELL0030
003016039029,CELL0030
003016039030,CELL0030
003016039015,CELL0030
003016039016,CELL0030
003016039023,CELL0030
003016039024,CELL0030
003016040001,CELL0030
003016040002,CELL0030
003016062026,CELL0040
003016062027,CELL0040
003016063002,CELL0040
003016063003,CELL0040
003016062028,CELL0040
003016062029,CELL0040
003016063004,CELL0040
003016063005,CELL0040
003016062030,CELL0040
003016063001,CELL0040
003016063006,CELL0040
003016063007,CELL0040
003016070014,CELL0040
003016070015,CELL0040
003016070020,CELL0040
003016070021,CELL0040
003016070016,CELL0040
003016070017,CELL0040
003016070022,CELL0040
003016070023,CELL0040
003016070018,CELL0040
003016070019,CELL0040
003016070024,CELL0040
003016070025,CELL0040
003016013001,CELL0030
003016013002,CELL0030
003016013009,CELL0030
003016013010,CELL0030
003016013017,CELL0030
003016013018,CELL0030
003016013003,CELL0030
003016013004,CELL0030
003016013011,CELL0030
003016013012,CELL0030
003016013019,CELL0030
003016013020,CELL0030
003016013005,CELL0030
003016013006,CELL0030
003016013013,CELL0030
003016013014,CELL0030
003016013021,CELL0030
003016013022,CELL0030
003016013007,CELL0030
003016013008,CELL0030
003016013015,CELL0030
003016013016,CELL0030
003016013023,CELL0030
003016013024,CELL0030
003016109012,CELL0080
003016109013,CELL0080
003016109022,CELL0080
003016109023,CELL0080
003016109016,CELL0080
003016109017,CELL0080
003016109026,CELL0080
003016109027,CELL0080
003016109018,CELL0080
003016109019,CELL0080
003016109028,CELL0080
003016109029,CELL0080
003016109020,CELL0080
003016109021,CELL0080
003016109030,CELL0080
003016110001,CELL0080
003016105016,CELL0080
003016105017,CELL0080
003016106002,CELL0080
003016106003,CELL0080
003016105018,CELL0080
003016105019,CELL0080
003016106004,CELL0080
003016106005,CELL0080
003016105020,CELL0080
003016105021,CELL0080
003016106006,CELL0080
003016106007,CELL0080
003016105022,CELL0080
003016105023,CELL0080
003016106008,CELL0080
003016106009,CELL0080
003016079019,CELL0050
003016078023,CELL0050
003016079020,CELL0050
003016078029,CELL0050
003016078024,CELL0050
003016078025,CELL0050
003016078030,CELL0050
003016079001,CELL0050
003016078026,CELL0050
003016078027,CELL0050
003016079002,CELL0050
003016079003,CELL0050
003016033018,CELL0030
003016033019,CELL0030
003016033026,CELL0030
003016033027,CELL0030
003016034004,CELL0030
003016034005,CELL0030
003016033020,CELL0030
003016033021,CELL0030
003016033028,CELL0030
003016033029,CELL0030
003016034006,CELL0030
003016034007,CELL0030
003016033022,CELL0030
003016033023,CELL0030
003016033030,CELL0030
003016034001,CELL0030
003016034008,CELL0030
003016034009,CELL0030
003016033024,CELL0030
003016033025,CELL0030
003016034002,CELL0030
003016034003,CELL0030
003016034010,CELL0030
003016034011,CELL0030
003016073011,CELL0050
003016073012,CELL0050
003016073017,CELL0050
003016073018,CELL0050
003016073013,CELL0050
003016073014,CELL0050
003016073019,CELL0050
003016073020,CELL0050
003016073015,CELL0050
003016073016,CELL0050
003016073021,CELL0050
003016073022,CELL0050
003016084015,CELL0050
003016084016,CELL0050
003016084021,CELL0050
003016084022,CELL0050
003016084017,CELL0050
003016084018,CELL0050
003016084023,CELL0050
003016084024,CELL0050
003016084019,CELL0050
003016084020,CELL0050
003016084025,CELL0050
003016084026,CELL0050
003016063008,CELL0040
003016063009,CELL0040
003016063014,CELL0040
003016063015,CELL0040
003016063010,CELL0040
003016063011,CELL0040
003016063016,CELL0040
003016063017,CELL0040
003016063012,CELL0040
003016063013,CELL0040
003016063018,CELL0040
003016063019,CELL0040
003016060014,CELL0020
003016060015,CELL0020
003016060020,CELL0020
003016060021,CELL0020
003016060016,CELL0020
003016060017,CELL0020
003016060022,CELL0020
003016060023,CELL0020
003016060018,CELL0020
003016060019,CELL0020
003016060024,CELL0020
003016060025,CELL0020
003016070026,CELL0040
003016070027,CELL0040
003016071002,CELL0040
003016071003,CELL0040
003016070028,CELL0040
003016070029,CELL0040
003016071004,CELL0040
003016071005,CELL0040
003016070030,CELL0040
003016071001,CELL0040
003016071006,CELL0040
003016071007,CELL0040
003016085021,CELL0060
003016085022,CELL0060
003016085027,CELL0060
003016085028,CELL0060
003016085023,CELL0060
003016085024,CELL0060
003016085029,CELL0060
003016085030,CELL0060
003016085025,CELL0060
003016085026,CELL0060
003016086001,CELL0060
003016086002,CELL0060
003016042001,CELL0030
003016042002,CELL0030
003016042009,CELL0030
003016042010,CELL0030
003016042017,CELL0030
003016042018,CELL0030
003016042003,CELL0030
003016042004,CELL0030
003016042011,CELL0030
003016042012,CELL0030
003016048015,CELL0030
003016048016,CELL0030
003016042005,CELL0030
003016042006,CELL0030
003016042013,CELL0030
003016042014,CELL0030
003016042020,CELL0030
003016041028,CELL0030
003016042007,CELL0030
003016042008,CELL0030
003016042015,CELL0030
003016042016,CELL0030
003016041029,CELL0030
003016041030,CELL0030
003016072027,CELL0040
003016072028,CELL0040
003016073003,CELL0040
003016073004,CELL0040
003016072029,CELL0040
003016072030,CELL0040
003016073005,CELL0040
003016073006,CELL0040
003016073001,CELL0040
003016073002,CELL0040
003016073007,CELL0040
003016073008,CELL0040
003016050006,CELL0030
003016050007,CELL0030
003016050014,CELL0030
003016050015,CELL0030
003016050022,CELL0030
003016050023,CELL0030
003016050008,CELL0030
003016050009,CELL0030
003016051027,CELL0030
003016050017,CELL0030
003016050024,CELL0030
003016050025,CELL0030
003016050010,CELL0030
003016050011,CELL0030
003016050018,CELL0030
003016050019,CELL0030
003016050026,CELL0030
003016050027,CELL0030
003016050012,CELL0030
003016050013,CELL0030
003016050020,CELL0030
003016050021,CELL0030
003016050028,CELL0030
003016050029,CELL0030
003016047015,CELL0030
003016047016,CELL0030
003016047023,CELL0030
003016047024,CELL0030
003016048001,CELL0030
003016048002,CELL0030
003016047017,CELL0030
003016047018,CELL0030
003016047025,CELL0030
003016047026,CELL0030
003016048003,CELL0030
003016048004,CELL0030
003016047019,CELL0030
003016047020,CELL0030
003016047027,CELL0030
003016047028,CELL0030
003016048005,CELL0030
003016048006,CELL0030
003016047021,CELL0030
003016047022,CELL0030
003016047029,CELL0030
003016047030,CELL0030
003016048007,CELL0030
003016048008,CELL0030
003016083008,CELL0050
003016083009,CELL0050
003016083014,CELL0050
003016083015,CELL0050
003016083010,CELL0050
003016083011,CELL0050
003016083016,CELL0050
003016083017,CELL0050
003016083012,CELL0050
003016083013,CELL0050
003016083018,CELL0050
003016083019,CELL0050
003016083020,CELL0040
003016083021,CELL0040
003016083026,CELL0040
003016083027,CELL0040
003016083022,CELL0040
003016083023,CELL0040
003016083028,CELL0040
003016083029,CELL0040
003016083024,CELL0040
003016083025,CELL0040
003016083030,CELL0040
003016084001,CELL0040
003016077025,CELL0050
003016078019,CELL0050
003016078001,CELL0050
003016078002,CELL0050
003016077027,CELL0050
003016078020,CELL0050
003016078003,CELL0050
003016078004,CELL0050
003016078021,CELL0050
003016077030,CELL0050
003016078005,CELL0050
003016078006,CELL0050
003016099015,CELL0080
003016099016,CELL0080
003016099023,CELL0080
003016099024,CELL0080
003016100001,CELL0080
003016100002,CELL0080
003016099017,CELL0080
003016099018,CELL0080
003016099025,CELL0080
003016099026,CELL0080
003016100003,CELL0080
003016100004,CELL0080
003016099019,CELL0080
003016099020,CELL0080
003016099027,CELL0080
003016099028,CELL0080
003016100005,CELL0080
003016100006,CELL0080
003016099021,CELL0080
003016099022,CELL0080
003016099029,CELL0080
003016099030,CELL0080
003016100007,CELL0080
003016100008,CELL0080
003016095008,CELL0080
003016095009,CELL0080
003016095016,CELL0080
003016095017,CELL0080
003016095010,CELL0080
003016095011,CELL0080
003016095018,CELL0080
003016095019,CELL0080
003016095012,CELL0080
003016095013,CELL0080
003016095020,CELL0080
003016095021,CELL0080
003016095014,CELL0080
003016095015,CELL0080
003016095022,CELL0080
003016095023,CELL0080
003016095024,CELL0080
003016095025,CELL0080
003016096002,CELL0080
003016096003,CELL0080
003016095026,CELL0080
003016095027,CELL0080
